date,ticker,open,high,low,close,volume,insertion_time
2005-01-03,ST1 Index,30930.0,31215.0,30900.0,31061.0,9434.0,2025-06-10 15:27:00
2005-01-04,ST1 Index,31065.0,31250.0,31005.0,31187.0,10112.0,2025-06-10 15:27:00
2005-01-05,ST1 Index,31095.0,31225.0,30985.0,31131.0,11643.0,2025-06-10 15:27:00
2005-01-06,ST1 Index,31105.0,31205.0,31035.0,31180.0,5079.0,2025-06-10 15:27:00
2005-01-07,ST1 Index,31145.0,31320.0,31135.0,31236.0,8991.0,2025-06-10 15:27:00
2005-01-10,ST1 Index,31235.0,31300.0,31175.0,31241.0,7751.0,2025-06-10 15:27:00
2005-01-11,ST1 Index,31225.0,31250.0,30755.0,30823.0,17067.0,2025-06-10 15:27:00
2005-01-12,ST1 Index,30800.0,30900.0,30610.0,30659.0,15667.0,2025-06-10 15:27:00
2005-01-13,ST1 Index,30820.0,30950.0,30740.0,30928.0,13364.0,2025-06-10 15:27:00
2005-01-14,ST1 Index,30870.0,31160.0,30810.0,31135.0,14258.0,2025-06-10 15:27:00
2005-01-17,ST1 Index,31160.0,31245.0,31140.0,31209.0,7098.0,2025-06-10 15:27:00
2005-01-18,ST1 Index,31230.0,31235.0,31035.0,31191.0,12167.0,2025-06-10 15:27:00
2005-01-19,ST1 Index,31280.0,31360.0,31225.0,31302.0,10238.0,2025-06-10 15:27:00
2005-01-20,ST1 Index,31150.0,31265.0,31095.0,31229.0,11800.0,2025-06-10 15:27:00
2005-01-21,ST1 Index,31195.0,31340.0,31140.0,31285.0,11092.0,2025-06-10 15:27:00
2005-01-24,ST1 Index,31190.0,31250.0,31050.0,31135.0,12519.0,2025-06-10 15:27:00
2005-01-25,ST1 Index,31055.0,31325.0,31000.0,31295.0,12268.0,2025-06-10 15:27:00
2005-01-26,ST1 Index,31325.0,31340.0,31210.0,31239.0,7429.0,2025-06-10 15:27:00
2005-01-27,ST1 Index,31250.0,31300.0,31020.0,31180.0,13843.0,2025-06-10 15:27:00
2005-01-28,ST1 Index,31205.0,31270.0,31060.0,31081.0,8524.0,2025-06-10 15:27:00
2005-01-31,ST1 Index,31175.0,31450.0,31160.0,31432.0,10430.0,2025-06-10 15:27:00
2005-02-01,ST1 Index,31475.0,31600.0,31380.0,31579.0,10053.0,2025-06-10 15:27:00
2005-02-02,ST1 Index,31580.0,31695.0,31570.0,31653.0,9327.0,2025-06-10 15:27:00
2005-02-03,ST1 Index,31630.0,31745.0,31545.0,31600.0,11136.0,2025-06-10 15:27:00
2005-02-04,ST1 Index,31660.0,31985.0,31650.0,31949.0,13093.0,2025-06-10 15:27:00
2005-02-07,ST1 Index,32055.0,32165.0,31965.0,32117.0,9433.0,2025-06-10 15:27:00
2005-02-08,ST1 Index,32110.0,32260.0,32040.0,32231.0,11862.0,2025-06-10 15:27:00
2005-02-09,ST1 Index,32240.0,32365.0,32105.0,32186.0,14686.0,2025-06-10 15:27:00
2005-02-10,ST1 Index,32245.0,32335.0,32160.0,32192.0,13459.0,2025-06-10 15:27:00
2005-02-11,ST1 Index,32275.0,32390.0,32240.0,32363.0,10415.0,2025-06-10 15:27:00
2005-02-14,ST1 Index,32440.0,32475.0,32290.0,32337.0,7735.0,2025-06-10 15:27:00
2005-02-15,ST1 Index,32340.0,32470.0,32330.0,32440.0,12353.0,2025-06-10 15:27:00
2005-02-16,ST1 Index,32375.0,32390.0,32140.0,32185.0,14396.0,2025-06-10 15:27:00
2005-02-17,ST1 Index,32230.0,32335.0,32185.0,32210.0,12549.0,2025-06-10 15:27:00
2005-02-18,ST1 Index,32190.0,32280.0,32030.0,32057.0,14578.0,2025-06-10 15:27:00
2005-02-21,ST1 Index,32085.0,32110.0,31685.0,31713.0,15702.0,2025-06-10 15:27:00
2005-02-22,ST1 Index,31765.0,31775.0,31350.0,31544.0,20243.0,2025-06-10 15:27:00
2005-02-23,ST1 Index,31300.0,31465.0,31205.0,31410.0,22115.0,2025-06-10 15:27:00
2005-02-24,ST1 Index,31410.0,31530.0,31270.0,31446.0,15678.0,2025-06-10 15:27:00
2005-02-25,ST1 Index,31550.0,31770.0,31525.0,31747.0,15003.0,2025-06-10 15:27:00
2005-02-28,ST1 Index,31705.0,31935.0,31665.0,31854.0,15821.0,2025-06-10 15:27:00
2005-03-01,ST1 Index,31825.0,32060.0,31745.0,31980.0,13402.0,2025-06-10 15:27:00
2005-03-02,ST1 Index,31965.0,32020.0,31740.0,31938.0,15817.0,2025-06-10 15:27:00
2005-03-03,ST1 Index,31890.0,32060.0,31840.0,31910.0,13038.0,2025-06-10 15:27:00
2005-03-04,ST1 Index,31950.0,32195.0,31870.0,32166.0,14923.0,2025-06-10 15:27:00
2005-03-07,ST1 Index,32250.0,32330.0,32190.0,32241.0,12287.0,2025-06-10 15:27:00
2005-03-08,ST1 Index,32200.0,32265.0,32035.0,32082.0,11490.0,2025-06-10 15:27:00
2005-03-09,ST1 Index,32085.0,32280.0,31905.0,31995.0,16706.0,2025-06-10 15:27:00
2005-03-10,ST1 Index,31875.0,31910.0,31680.0,31712.0,16828.0,2025-06-10 15:27:00
2005-03-11,ST1 Index,32405.0,32495.0,31655.0,31675.0,13385.0,2025-06-10 15:27:00
2005-03-14,ST1 Index,31610.0,31795.0,31470.0,31737.0,17047.0,2025-06-10 15:27:00
2005-03-15,ST1 Index,31725.0,32000.0,31700.0,31959.0,27249.0,2025-06-10 15:27:00
2005-03-16,ST1 Index,31880.0,31920.0,31570.0,31590.0,35242.0,2025-06-10 15:27:00
2005-03-17,ST1 Index,31585.0,31685.0,31485.0,31663.0,18915.0,2025-06-10 15:27:00
2005-03-18,ST1 Index,31630.0,31635.0,31625.0,31630.0,75.0,2025-06-10 15:27:00
2005-03-21,ST1 Index,31350.0,31570.0,31330.0,31455.0,12348.0,2025-06-10 15:27:00
2005-03-22,ST1 Index,31445.0,31545.0,31230.0,31513.0,15017.0,2025-06-10 15:27:00
2005-03-23,ST1 Index,31340.0,31470.0,31205.0,31441.0,15873.0,2025-06-10 15:27:00
2005-03-24,ST1 Index,31400.0,31685.0,31400.0,31639.0,9141.0,2025-06-10 15:27:00
2005-03-29,ST1 Index,31600.0,31720.0,31450.0,31703.0,8311.0,2025-06-10 15:27:00
2005-03-30,ST1 Index,31540.0,31770.0,31490.0,31745.0,11746.0,2025-06-10 15:27:00
2005-03-31,ST1 Index,31845.0,31965.0,31810.0,31858.0,11858.0,2025-06-10 15:27:00
2005-04-01,ST1 Index,31850.0,32115.0,31820.0,32020.0,15800.0,2025-06-10 15:27:00
2005-04-04,ST1 Index,31950.0,31985.0,31750.0,31875.0,13161.0,2025-06-10 15:27:00
2005-04-05,ST1 Index,31945.0,32065.0,31770.0,31904.0,12566.0,2025-06-10 15:27:00
2005-04-06,ST1 Index,32020.0,32100.0,31925.0,32039.0,12321.0,2025-06-10 15:27:00
2005-04-07,ST1 Index,32020.0,32380.0,31995.0,32357.0,14956.0,2025-06-10 15:27:00
2005-04-08,ST1 Index,32425.0,32475.0,32280.0,32336.0,11021.0,2025-06-10 15:27:00
2005-04-11,ST1 Index,32270.0,32470.0,32170.0,32378.0,12566.0,2025-06-10 15:27:00
2005-04-12,ST1 Index,32345.0,32435.0,32160.0,32197.0,12301.0,2025-06-10 15:27:00
2005-04-13,ST1 Index,32320.0,32390.0,32180.0,32199.0,11598.0,2025-06-10 15:27:00
2005-04-14,ST1 Index,32115.0,32175.0,32040.0,32112.0,10720.0,2025-06-10 15:27:00
2005-04-15,ST1 Index,32030.0,32050.0,31000.0,31207.0,27434.0,2025-06-10 15:27:00
2005-04-18,ST1 Index,31100.0,31100.0,30415.0,30767.0,28780.0,2025-06-10 15:27:00
2005-04-19,ST1 Index,30925.0,30930.0,30740.0,30768.0,16813.0,2025-06-10 15:27:00
2005-04-20,ST1 Index,30965.0,30985.0,30575.0,30698.0,20378.0,2025-06-10 15:27:00
2005-04-21,ST1 Index,30550.0,30950.0,30510.0,30827.0,15415.0,2025-06-10 15:27:00
2005-04-22,ST1 Index,31060.0,31140.0,30900.0,30980.0,8226.0,2025-06-10 15:27:00
2005-04-25,ST1 Index,30920.0,31045.0,30870.0,31024.0,5801.0,2025-06-10 15:27:00
2005-04-26,ST1 Index,31095.0,31100.0,30800.0,30968.0,11018.0,2025-06-10 15:27:00
2005-04-27,ST1 Index,30865.0,30935.0,30470.0,30557.0,18109.0,2025-06-10 15:27:00
2005-04-28,ST1 Index,30730.0,30735.0,30380.0,30496.0,15187.0,2025-06-10 15:27:00
2005-04-29,ST1 Index,30315.0,30705.0,30280.0,30544.0,14785.0,2025-06-10 15:27:00
2005-05-02,ST1 Index,30650.0,30860.0,30590.0,30797.0,8458.0,2025-06-10 15:27:00
2005-05-03,ST1 Index,30825.0,30880.0,30700.0,30846.0,9713.0,2025-06-10 15:27:00
2005-05-04,ST1 Index,30920.0,30995.0,30755.0,30886.0,13179.0,2025-06-10 15:27:00
2005-05-05,ST1 Index,30990.0,31105.0,30930.0,31078.0,15474.0,2025-06-10 15:27:00
2005-05-06,ST1 Index,30955.0,31065.0,30870.0,31010.0,11164.0,2025-06-10 15:27:00
2005-05-09,ST1 Index,30965.0,31040.0,30885.0,30949.0,8368.0,2025-06-10 15:27:00
2005-05-10,ST1 Index,31020.0,31110.0,30630.0,30673.0,17651.0,2025-06-10 15:27:00
2005-05-11,ST1 Index,30650.0,30860.0,30570.0,30736.0,16922.0,2025-06-10 15:27:00
2005-05-12,ST1 Index,30815.0,31025.0,30815.0,30953.0,13322.0,2025-06-10 15:27:00
2005-05-13,ST1 Index,30890.0,31045.0,30780.0,30997.0,10963.0,2025-06-10 15:27:00
2005-05-16,ST1 Index,30890.0,31055.0,30850.0,30964.0,8638.0,2025-06-10 15:27:00
2005-05-17,ST1 Index,31050.0,31060.0,30625.0,30680.0,14882.0,2025-06-10 15:27:00
2005-05-18,ST1 Index,30780.0,31205.0,30725.0,31168.0,16148.0,2025-06-10 15:27:00
2005-05-19,ST1 Index,31225.0,31320.0,31145.0,31261.0,13270.0,2025-06-10 15:27:00
2005-05-20,ST1 Index,31260.0,31350.0,31170.0,31276.0,10895.0,2025-06-10 15:27:00
2005-05-23,ST1 Index,31350.0,31650.0,31265.0,31600.0,11949.0,2025-06-10 15:27:00
2005-05-24,ST1 Index,31680.0,31695.0,31475.0,31575.0,11875.0,2025-06-10 15:27:00
2005-05-25,ST1 Index,31530.0,31725.0,31515.0,31603.0,11919.0,2025-06-10 15:27:00
2005-05-26,ST1 Index,31675.0,31880.0,31630.0,31823.0,10911.0,2025-06-10 15:27:00
2005-05-27,ST1 Index,31880.0,31880.0,31620.0,31736.0,9842.0,2025-06-10 15:27:00
2005-05-30,ST1 Index,31775.0,31895.0,31680.0,31904.0,5347.0,2025-06-10 15:27:00
2005-05-31,ST1 Index,31900.0,31935.0,31755.0,31785.0,12306.0,2025-06-10 15:27:00
2005-06-01,ST1 Index,31840.0,32180.0,31815.0,32126.0,15944.0,2025-06-10 15:27:00
2005-06-02,ST1 Index,32100.0,32230.0,32070.0,32157.0,8850.0,2025-06-10 15:27:00
2005-06-03,ST1 Index,32180.0,32315.0,31925.0,31968.0,15046.0,2025-06-10 15:27:00
2005-06-06,ST1 Index,31990.0,32140.0,31865.0,31887.0,11966.0,2025-06-10 15:27:00
2005-06-07,ST1 Index,31960.0,32190.0,31920.0,32167.0,12763.0,2025-06-10 15:27:00
2005-06-08,ST1 Index,32125.0,32235.0,32045.0,32207.0,11697.0,2025-06-10 15:27:00
2005-06-09,ST1 Index,32140.0,32325.0,32090.0,32297.0,13084.0,2025-06-10 15:27:00
2005-06-10,ST1 Index,32380.0,32500.0,32330.0,32388.0,13015.0,2025-06-10 15:27:00
2005-06-13,ST1 Index,32475.0,32620.0,32355.0,32596.0,16699.0,2025-06-10 15:27:00
2005-06-14,ST1 Index,32620.0,32720.0,32525.0,32675.0,28537.0,2025-06-10 15:27:00
2005-06-15,ST1 Index,32670.0,32805.0,32580.0,32614.0,30402.0,2025-06-10 15:27:00
2005-06-16,ST1 Index,32690.0,32815.0,32575.0,32757.0,29829.0,2025-06-10 15:27:00
2005-06-17,ST1 Index,32805.0,32930.0,32800.0,32928.0,158.0,2025-06-10 15:27:00
2005-06-20,ST1 Index,32485.0,32555.0,32380.0,32440.0,11483.0,2025-06-10 15:27:00
2005-06-21,ST1 Index,32495.0,32670.0,32480.0,32570.0,13485.0,2025-06-10 15:27:00
2005-06-22,ST1 Index,32635.0,32670.0,32465.0,32506.0,12670.0,2025-06-10 15:27:00
2005-06-23,ST1 Index,32575.0,32635.0,32360.0,32499.0,13464.0,2025-06-10 15:27:00
2005-06-24,ST1 Index,32380.0,32380.0,32160.0,32199.0,10943.0,2025-06-10 15:27:00
2005-06-27,ST1 Index,32095.0,32135.0,31755.0,31873.0,13914.0,2025-06-10 15:27:00
2005-06-28,ST1 Index,31940.0,32180.0,31915.0,32165.0,11277.0,2025-06-10 15:27:00
2005-06-29,ST1 Index,32185.0,32395.0,32155.0,32341.0,14164.0,2025-06-10 15:27:00
2005-06-30,ST1 Index,32290.0,32550.0,32265.0,32415.0,12063.0,2025-06-10 15:27:00
2005-07-01,ST1 Index,32365.0,32650.0,32325.0,32595.0,11234.0,2025-06-10 15:27:00
2005-07-04,ST1 Index,32650.0,32750.0,32610.0,32724.0,6234.0,2025-06-10 15:27:00
2005-07-05,ST1 Index,32705.0,32805.0,32455.0,32649.0,14069.0,2025-06-10 15:27:00
2005-07-06,ST1 Index,32735.0,32850.0,32695.0,32800.0,13179.0,2025-06-10 15:27:00
2005-07-07,ST1 Index,32750.0,32750.0,31300.0,32218.0,46862.0,2025-06-10 15:27:00
2005-07-08,ST1 Index,32440.0,33230.0,32405.0,32801.0,18482.0,2025-06-10 15:27:00
2005-07-11,ST1 Index,33100.0,33115.0,32920.0,33037.0,12218.0,2025-06-10 15:27:00
2005-07-12,ST1 Index,33020.0,33070.0,32865.0,32929.0,12673.0,2025-06-10 15:27:00
2005-07-13,ST1 Index,32990.0,33210.0,32945.0,33187.0,11769.0,2025-06-10 15:27:00
2005-07-14,ST1 Index,33205.0,33490.0,33205.0,33390.0,14167.0,2025-06-10 15:27:00
2005-07-15,ST1 Index,33390.0,33390.0,33150.0,33213.0,11769.0,2025-06-10 15:27:00
2005-07-18,ST1 Index,33305.0,33470.0,33165.0,33288.0,10412.0,2025-06-10 15:27:00
2005-07-19,ST1 Index,33305.0,33660.0,33295.0,33616.0,12579.0,2025-06-10 15:27:00
2005-07-20,ST1 Index,33600.0,33760.0,33470.0,33521.0,11998.0,2025-06-10 15:27:00
2005-07-21,ST1 Index,33650.0,33790.0,33425.0,33514.0,18682.0,2025-06-10 15:27:00
2005-07-22,ST1 Index,33545.0,33685.0,33460.0,33603.0,8734.0,2025-06-10 15:27:00
2005-07-25,ST1 Index,33690.0,33755.0,33490.0,33711.0,10647.0,2025-06-10 15:27:00
2005-07-26,ST1 Index,33640.0,33775.0,33480.0,33706.0,12884.0,2025-06-10 15:27:00
2005-07-27,ST1 Index,33710.0,33815.0,33680.0,33728.0,8945.0,2025-06-10 15:27:00
2005-07-28,ST1 Index,33810.0,33880.0,33760.0,33838.0,8265.0,2025-06-10 15:27:00
2005-07-29,ST1 Index,33840.0,33955.0,33640.0,33681.0,9379.0,2025-06-10 15:27:00
2005-08-01,ST1 Index,33750.0,33825.0,33620.0,33658.0,8936.0,2025-06-10 15:27:00
2005-08-02,ST1 Index,33715.0,34010.0,33670.0,33979.0,9927.0,2025-06-10 15:27:00
2005-08-03,ST1 Index,33990.0,34015.0,33840.0,33931.0,9969.0,2025-06-10 15:27:00
2005-08-04,ST1 Index,33900.0,33935.0,33520.0,33557.0,13128.0,2025-06-10 15:27:00
2005-08-05,ST1 Index,33510.0,33640.0,33350.0,33406.0,10705.0,2025-06-10 15:27:00
2005-08-08,ST1 Index,33415.0,33680.0,33400.0,33550.0,7169.0,2025-06-10 15:27:00
2005-08-09,ST1 Index,33555.0,33810.0,33510.0,33775.0,7441.0,2025-06-10 15:27:00
2005-08-10,ST1 Index,33820.0,34090.0,33765.0,34062.0,8555.0,2025-06-10 15:27:00
2005-08-11,ST1 Index,34005.0,34065.0,33855.0,33959.0,8873.0,2025-06-10 15:27:00
