date,ticker,open,high,low,close,volume,insertion_time
2005-01-03,SPY US Equity,83.2045,83.314,82.0413,82.315,56002000.0,2025-06-11 11:02:00
2005-01-04,SPY US Equity,82.4244,82.4792,81.0423,81.3091,69270700.0,2025-06-11 11:02:00
2005-01-05,SPY US Equity,81.2475,81.5965,80.7412,80.748,65878000.0,2025-06-11 11:02:00
2005-01-06,SPY US Equity,81.0423,81.5281,80.9191,81.1586,48291000.0,2025-06-11 11:02:00
2005-01-07,SPY US Equity,81.4049,81.5828,80.8301,81.0423,55857400.0,2025-06-11 11:02:00
2005-01-10,SPY US Equity,80.9738,81.7402,80.9738,81.4254,56799100.0,2025-06-11 11:02:00
2005-01-11,SPY US Equity,81.1791,81.2475,80.7344,80.8644,63360500.0,2025-06-11 11:02:00
2005-01-12,SPY US Equity,81.0149,81.316,80.4128,81.1312,74306400.0,2025-06-11 11:02:00
2005-01-13,SPY US Equity,81.1791,81.2407,80.3991,80.4812,55785800.0,2025-06-11 11:02:00
2005-01-14,SPY US Equity,80.7207,81.1038,80.577,80.9054,42034200.0,2025-06-11 11:02:00
2005-01-18,SPY US Equity,80.7754,81.8497,80.707,81.747,57454000.0,2025-06-11 11:02:00
2005-01-19,SPY US Equity,81.7197,81.7813,80.8849,80.8917,54918200.0,2025-06-11 11:02:00
2005-01-20,SPY US Equity,80.6659,80.878,80.2554,80.3991,72095800.0,2025-06-11 11:02:00
2005-01-21,SPY US Equity,80.5975,80.7412,79.8175,79.9064,63275000.0,2025-06-11 11:02:00
2005-01-24,SPY US Equity,80.1185,80.2896,79.6259,79.749,58562500.0,2025-06-11 11:02:00
2005-01-25,SPY US Equity,79.9954,80.3785,79.8654,79.9748,68338500.0,2025-06-11 11:02:00
2005-01-26,SPY US Equity,80.2759,80.4675,80.0843,80.2143,57447000.0,2025-06-11 11:02:00
2005-01-27,SPY US Equity,80.187,80.5701,80.0433,80.3512,56664800.0,2025-06-11 11:02:00
2005-01-28,SPY US Equity,80.3922,80.4333,79.7901,80.3512,60817900.0,2025-06-11 11:02:00
2005-01-31,SPY US Equity,80.7412,80.9123,80.5428,80.8507,54141700.0,2025-06-11 11:02:00
2005-02-01,SPY US Equity,80.9123,81.4802,80.8096,81.3639,52016300.0,2025-06-11 11:02:00
2005-02-02,SPY US Equity,81.4665,81.8292,81.357,81.6102,52606500.0,2025-06-11 11:02:00
2005-02-03,SPY US Equity,81.4665,81.5349,81.1312,81.5007,49150700.0,2025-06-11 11:02:00
2005-02-04,SPY US Equity,81.4254,82.4039,81.4118,82.2671,50024600.0,2025-06-11 11:02:00
2005-02-07,SPY US Equity,82.2602,82.4655,82.0823,82.1576,46216000.0,2025-06-11 11:02:00
2005-02-08,SPY US Equity,82.226,82.5545,82.1576,82.2534,39459400.0,2025-06-11 11:02:00
2005-02-09,SPY US Equity,82.3971,82.445,81.5965,81.6376,55387500.0,2025-06-11 11:02:00
2005-02-10,SPY US Equity,81.877,82.1234,81.6033,81.9318,46023700.0,2025-06-11 11:02:00
2005-02-11,SPY US Equity,81.9113,82.8213,81.7402,82.6366,53275100.0,2025-06-11 11:02:00
2005-02-14,SPY US Equity,82.5818,82.6981,82.4381,82.575,32553900.0,2025-06-11 11:02:00
2005-02-15,SPY US Equity,82.6571,83.0882,82.575,82.8829,44440500.0,2025-06-11 11:02:00
2005-02-16,SPY US Equity,82.746,83.1087,82.5681,82.9376,51795800.0,2025-06-11 11:02:00
2005-02-17,SPY US Equity,82.9513,83.0197,82.2602,82.2671,58154100.0,2025-06-11 11:02:00
2005-02-18,SPY US Equity,82.226,82.4381,82.0413,82.3765,49544300.0,2025-06-11 11:02:00
2005-02-22,SPY US Equity,82.0413,82.4313,81.1381,81.1517,80857400.0,2025-06-11 11:02:00
2005-02-23,SPY US Equity,81.2407,81.8155,81.1686,81.7334,68310700.0,2025-06-11 11:02:00
2005-02-24,SPY US Equity,81.5897,82.3287,81.4118,82.2739,69311400.0,2025-06-11 11:02:00
2005-02-25,SPY US Equity,82.2944,83.2524,82.2329,83.0882,61174700.0,2025-06-11 11:02:00
2005-02-28,SPY US Equity,82.8966,82.9992,82.1371,82.5408,69427700.0,2025-06-11 11:02:00
2005-03-01,SPY US Equity,82.6434,83.1497,82.6434,82.9513,47572000.0,2025-06-11 11:02:00
2005-03-02,SPY US Equity,82.6297,83.4303,82.5545,82.9103,64233600.0,2025-06-11 11:02:00
2005-03-03,SPY US Equity,83.2455,83.4098,82.5887,82.9445,62102500.0,2025-06-11 11:02:00
2005-03-04,SPY US Equity,83.5124,84.0461,83.3345,83.9777,56175800.0,2025-06-11 11:02:00
